X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,4.240604683339775E-5,39.41158445078371,0.6570146022565987
2.0,2.0,train,4.331396590165478E-5,40.44325815258229,0.6647831655361023
3.0,3.0,train,2.7282475948296204E-5,22.25827061705098,0.49764168324032354
4.0,4.0,train,3.181744684547333E-5,27.341904587000236,0.5519616134448215
5.0,5.0,train,2.4503662697474644E-5,19.068850857128037,0.46115186783194284
6.0,6.0,train,1.1663191152109764E-5,7.45986746850553,0.25495234823088564
7.0,7.0,train,2.3440495746985068E-5,17.884265887277746,0.44650010772097104
8.0,8.0,train,5.343573756606667E-5,53.04626546087335,0.7403417296170206
9.0,9.0,train,2.4074874281625998E-5,18.563290052994727,0.4552898866585481
10.0,10.0,train,2.6648355231953072E-5,21.5348043683344,0.48953864000201364
11.0,11.0,train,1.729689247576297E-5,12.092413677314388,0.35368418625349607
12.0,12.0,train,2.6477963667990533E-5,21.308068963255277,0.48733911806840724
13.0,13.0,train,3.466004005598819E-5,30.444969693578813,0.5829736661655431
14.0,14.0,train,2.0682669789444742E-5,15.018979288796617,0.40660985694523144
15.0,15.0,train,4.754959167194088E-5,45.44672368368191,0.6987632543181184
16.0,16.0,train,1.4946657395723642E-5,10.114932715846175,0.31419473560113154
17.0,17.0,train,4.396549918018255E-5,41.27746015574509,0.6702493037883748
18.0,18.0,train,3.824882830368903E-5,34.46834130214485,0.6190795876995261
19.0,19.0,train,5.501774567507718E-6,3.0841128000446987,0.12962480326173265
20.0,20.0,train,3.65509255898074E-5,32.66382718054606,0.602404535594418
21.0,21.0,train,1.0777689398785294E-5,6.750264480254412,0.23811716190176802
22.0,22.0,train,2.1926435458203418E-5,16.30105659875383,0.42494418091589903
23.0,23.0,train,1.56117728959207E-5,10.638427412561105,0.3256088403662811
24.0,24.0,train,3.9052009529524994E-5,35.42580357144407,0.6267221251471669
25.0,25.0,train,3.232544851204301E-5,27.900504169687565,0.5576682880221919
26.0,26.0,train,2.281421592002033E-5,17.206873020805162,0.43768341907953856
27.0,27.0,train,1.0042598773459983E-5,6.157836704620402,0.223852990568862
28.0,28.0,train,2.4250458523032324E-5,18.767388641640938,0.457697975856427
29.0,29.0,train,3.46301786383098E-5,30.413017076459194,0.5826593107955865
30.0,30.0,train,4.435965637339779E-5,41.75038942028861,0.6735127807150756
31.0,31.0,train,1.5522557361812768E-5,10.552752676859868,0.32408890668246937
32.0,32.0,train,2.8512371693988323E-5,23.723810526153787,0.5129929249028856
33.0,33.0,train,2.0140501596386304E-5,14.553421999747272,0.3984359086673446
34.0,34.0,train,2.782306662692896E-5,22.930353834931964,0.5044479147786664
35.0,35.0,train,2.3721228844252798E-5,18.166931475055254,0.45040723129432303
36.0,36.0,train,1.8714699579693922E-5,13.281763832270382,0.3763985001409722
37.0,37.0,train,1.6151021493038552E-5,11.089235275765564,0.3347233393183632
38.0,38.0,train,2.8834609952663747E-5,24.058362388319786,0.5169368733043129
39.0,39.0,train,9.514002634030012E-6,5.75501643136062,0.21343099312528968
40.0,40.0,train,1.0853475940093034E-5,6.810652945898631,0.23957278326902154
41.0,41.0,train,3.379909171269132E-5,29.511887547249714,0.5738146253781833
42.0,42.0,train,1.7015710586635745E-5,11.855409406418307,0.3490820750475827
43.0,43.0,train,1.6019119651713417E-5,10.97482355075136,0.33250535003305626
44.0,44.0,train,2.1538053524031232E-5,15.879427714641094,0.4192807157949012
45.0,45.0,train,1.9785869518968272E-5,14.227385431237245,0.39302851599597577
46.0,46.0,train,4.1606086165240613E-5,38.39599820995667,0.6500207196726384
47.0,47.0,train,4.563573026044293E-5,43.19327044281006,0.6838582911085425
48.0,48.0,train,2.7837090244998372E-5,22.948181914786456,0.5046232446404083
49.0,49.0,train,2.460382559606423E-5,19.17382771332004,0.46251208386477105
50.0,50.0,train,1.8272595980839584E-5,12.91384505533541,0.3694026694810747
51.0,51.0,train,2.2401787968817255E-5,16.79228010899089,0.43180075338068213
52.0,52.0,train,4.7243191953595246E-5,45.113909943066524,0.6964251728377159
53.0,53.0,train,4.2578358511468916E-5,39.601697760879645,0.6585026945127931
54.0,54.0,train,1.878414221249833E-5,13.338161500547512,0.3774902828785395
55.0,55.0,train,4.420382166549175E-5,41.5440210811611,0.6722264048223372
56.0,56.0,train,1.3971166160923847E-5,9.311859957408705,0.297103885662397
57.0,57.0,train,2.3358981350896523E-5,17.80862422618564,0.4453604303266908
58.0,58.0,train,1.0015057364986691E-5,6.135659149520549,0.22331339993548383
59.0,59.0,train,1.336544507021918E-5,8.832298604271987,0.28627782550267433
60.0,60.0,train,7.448187934299513E-6,4.315905962386397,0.17134086402270998
61.0,61.0,train,1.0106705963981661E-5,6.209458637880278,0.2251075257771925
62.0,62.0,train,2.5891594763282448E-5,20.696009785892,0.4796972171171354
63.0,63.0,train,1.2017753967164827E-5,7.756265275802163,0.2615885444676703
64.0,64.0,train,2.513319877989074E-5,19.750628343422832,0.46964416934410114
65.0,65.0,train,1.8292347240751547E-5,12.9291810031812,0.3697168809672756
66.0,66.0,train,2.679353051045506E-5,21.711781491876938,0.4914052072820926
67.0,67.0,train,3.813267029350644E-5,34.32553652297276,0.6179614291347402
68.0,68.0,train,2.19919046496594E-5,16.367443649850802,0.42589341131978464
69.0,69.0,train,4.0894610903864115E-5,37.54660595831375,0.6436807115221379
70.0,70.0,train,4.767611558353484E-5,45.58131905533857,0.6997234744470648
71.0,71.0,train,1.7340350466536295E-5,12.12733915009726,0.3543925554501567
72.0,72.0,train,3.682221304173004E-5,32.98620963718346,0.6051170297694363
73.0,73.0,train,2.9779473463534736E-5,25.12189082113495,0.5283181048339913
74.0,74.0,train,1.5207261910710413E-5,10.311445769129092,0.3186898309431401
75.0,75.0,train,2.4475342486208734E-5,19.039169540120927,0.4607666544143022
76.0,76.0,train,3.2887574027971056E-5,28.522046770460722,0.5638982904999319
77.0,77.0,train,1.0571805495994038E-5,6.5790946294261765,0.2341486969363351
78.0,78.0,train,5.46243492339523E-6,3.0614715832942885,0.12876036126557056
79.0,79.0,train,3.6099037192160905E-5,32.09891944812694,0.5978448550594098
80.0,80.0,train,1.5066070002837065E-5,10.206599705042029,0.31625812022241906
81.0,81.0,train,2.183255865944024E-5,16.200410509130993,0.4235803324600921
82.0,82.0,train,2.747782572553699E-5,22.495257209672207,0.5001119274629111
83.0,83.0,train,4.278691874737952E-5,39.858672785792045,0.6602951973071457
84.0,84.0,train,5.0899103962436765E-5,49.614050253735414,0.7231777984158201
85.0,85.0,train,2.8675058994287017E-5,23.89095942812702,0.514988100554433
86.0,86.0,train,2.4873362400380437E-5,19.477595870230893,0.4661553764319025
87.0,87.0,train,1.9620117766367355E-5,14.086541905106024,0.39048450894688547
88.0,88.0,train,2.3830907670648038E-5,18.28618489158302,0.4519261911957013
89.0,89.0,train,3.5436698660333096E-5,31.40142131968014,0.5910670151252391
90.0,90.0,train,1.3938340050263456E-5,9.28424416199543,0.2965214153430642
91.0,91.0,train,2.087330142648407E-5,15.209810177970244,0.40945742762428206
92.0,92.0,train,2.0220811760852683E-5,14.61705730418781,0.39965376423075516
93.0,93.0,train,3.3460590552289357E-5,29.165349491881766,0.5701586928347673
94.0,94.0,train,2.9475486863718027E-5,24.798352487230854,0.5246860387651766
95.0,95.0,train,3.458536881147706E-5,30.36506921090897,0.5821871467667337
96.0,96.0,train,2.2457428513839774E-5,16.845595699860144,0.43259795933035383
97.0,97.0,train,2.4458394895949442E-5,19.021407426898342,0.460536000457195
98.0,98.0,train,1.0615775578697268E-5,6.615650923508322,0.23499796379118965
99.0,99.0,train,2.7126606477716382E-5,22.10022000047758,0.49566192406768317
100.0,100.0,train,3.073357823711304E-5,26.209675973808945,0.5395385770145473
101.0,101.0,train,2.330857782450717E-5,17.761852040609373,0.4446545495866545
102.0,102.0,train,5.493755108705452E-5,55.134468338595454,0.7499977545596173
103.0,103.0,train,2.5650138999202166E-5,20.42002361554915,0.47651740989421465
104.0,104.0,train,1.658223338791203E-5,11.491717938959301,0.34192306088468105
105.0,105.0,train,2.7592879395165126E-5,22.63927784468346,0.5015611207607233
106.0,106.0,train,6.427351825128837E-5,70.3320282310957,0.8024705678032407
107.0,107.0,train,2.7866372722164788E-5,22.98540842357159,0.5049891479536122
108.0,108.0,train,1.422976586041109E-5,9.529853485581633,0.3016756758290069
109.0,109.0,train,6.283396407502653E-6,3.550554193969378,0.14662330772433885
110.0,110.0,train,8.19842790346384E-6,4.800128120047079,0.18688100819057996
111.0,111.0,train,1.03997954185235E-5,6.439893702241894,0.230817314001022
112.0,112.0,train,3.169309651951514E-5,27.207162780867737,0.5505535343526036
113.0,113.0,train,2.1568440250753555E-5,15.910602270976428,0.41972582545799275
114.0,114.0,train,1.7357811813187098E-5,12.141372145556847,0.35467695829437207
115.0,115.0,train,2.4156092802358162E-5,18.657224193240417,0.4564051024310465
116.0,116.0,train,1.3328280621220368E-5,8.80141441688677,0.28560818164141
117.0,117.0,train,1.3463558056680942E-5,8.913831895910596,0.28804265005431484
118.0,118.0,train,4.00185393706356E-5,36.4896063716934,0.6357159736175488
119.0,119.0,train,4.085914227956501E-5,37.498687339617895,0.6433616595844516
120.0,120.0,train,2.6366120461288474E-5,21.17725880477869,0.4858902257105788
121.0,121.0,train,2.5628468013883757E-5,20.39079227817103,0.47623106924993086
122.0,122.0,train,1.549787160755679E-5,10.52904665421915,0.32366773943165905
123.0,123.0,train,2.9650933991115167E-5,24.985090266209347,0.5267856997518972
124.0,124.0,train,6.035336840627718E-6,3.3958525444728456,0.1412648470722423
125.0,125.0,train,4.3865784440659735E-5,41.156939458820865,0.6694185450381795
126.0,126.0,train,3.3419889254895895E-5,29.11885393591095,0.5697169975245284
127.0,127.0,train,4.298671342309108E-5,40.092666551555645,0.6620035385958879
128.0,128.0,train,4.280063983077677E-5,39.87654910576045,0.6604127948522102
129.0,129.0,train,4.0624447938532054E-5,37.20525621828669,0.6412432953886341
130.0,130.0,train,3.3965004834037275E-5,29.724483874148515,0.5755951739508129
131.0,131.0,train,3.237412093026222E-5,27.958974208443255,0.5582112228180013
132.0,132.0,train,4.184412010914974E-5,38.75037534737147,0.6521165732027154
133.0,133.0,train,3.073576754543272E-5,26.21230062173473,0.5395640143448441
134.0,134.0,train,2.3575169832748502E-5,18.01047889556493,0.44837789845305076
135.0,135.0,train,2.8908392493616338E-5,24.142933038052554,0.5178354116520432
136.0,136.0,train,2.27083887219633E-5,17.094870492245782,0.4361797871520483
137.0,137.0,train,2.5493341936365E-5,20.21523271565347,0.474442099990275
138.0,138.0,train,1.3848983262010573E-5,9.213234760960052,0.2949334116897938
139.0,139.0,train,2.969653812801799E-5,25.033626324827026,0.5273299461777551
140.0,140.0,train,2.092944903506366E-5,15.266316903817613,0.4102935275784517
141.0,141.0,train,3.308459750017701E-5,28.736890498958875,0.5660610586710003
142.0,142.0,train,3.0901605360410855E-5,26.395987193422233,0.5414867863393115
143.0,143.0,train,3.485906095222751E-5,30.661075536910392,0.5850627479100695
144.0,144.0,train,2.6387995710417322E-5,21.200472139870172,0.4861739342161756
145.0,145.0,train,2.3401464158379773E-5,17.848046343996568,0.4459546877894258
146.0,146.0,train,4.624489459447512E-5,43.871965339306534,0.6886807218145712
147.0,147.0,train,6.89581333720297E-5,78.80133191450864,0.8244933790945974
148.0,148.0,train,7.158060866413446E-5,83.26100752507861,0.8357316048408814
149.0,149.0,train,6.312641345642641E-5,68.13658873060136,0.7966693531932297
150.0,150.0,train,8.216715025864463E-5,95.04643561333127,0.8742416072619621
151.0,151.0,train,6.843228109409127E-5,77.86683033509316,0.8221490143432857
152.0,152.0,train,4.701617755696902E-5,44.81023648156045,0.6946811707007818
153.0,153.0,train,6.61662021268037E-5,73.71431797094006,0.8116827736996143
154.0,154.0,train,7.25344807812084E-5,84.87835877003168,0.8396383159344368
155.0,155.0,train,7.13545403270093E-5,82.93982457245639,0.8347918459964103
156.0,156.0,train,5.7735718712423636E-5,59.21240725715362,0.767041253285403
157.0,157.0,train,6.66751967728436E-5,74.66534777101066,0.8140860327122335
158.0,158.0,train,6.465455381213803E-5,71.01089865762792,0.8043607099890362
159.0,159.0,train,5.7218922414463015E-5,58.371759077277474,0.7639834002896071
160.0,160.0,train,6.538623126744263E-5,72.29608316282818,0.8079396636091022
161.0,161.0,train,7.880240348277334E-5,92.32280918679442,0.8630976318805936
162.0,162.0,train,8.585780138324831E-5,96.94724176272322,0.8854245855259518
163.0,163.0,train,3.9922436684945205E-5,36.39003613123081,0.6348314983433687
164.0,164.0,train,4.4977966283774525E-5,42.51161495210168,0.6785672101829354
165.0,165.0,train,5.7551291153060935E-5,58.87685506909308,0.7659545796211068
166.0,166.0,train,4.10620895474961E-5,37.76722686675348,0.6451833854283082
167.0,167.0,train,5.9216268089146555E-5,61.69402268941398,0.7755840074995453
168.0,168.0,train,6.4393679816316E-5,70.54450354104183,0.8030685971331132
169.0,169.0,train,4.49593894460634E-5,42.49110835811845,0.6784164984351188
170.0,170.0,train,7.730526999944243E-5,90.96251978045798,0.8578267396366516
171.0,171.0,train,5.607826666931809E-5,56.80207705753425,0.7570913941489382
172.0,172.0,train,5.909559615139474E-5,61.48249450717871,0.7748996156627904
173.0,173.0,train,6.94036326298785E-5,79.56007255538627,0.8264553159619943
174.0,174.0,train,8.27305272904916E-5,95.40208368183913,0.876016761600215
175.0,175.0,train,5.7791751516083775E-5,59.30807559107585,0.7673704062173791
176.0,176.0,train,6.765975149792381E-5,76.64266091856805,0.8186479937107882
177.0,177.0,train,7.021092639439387E-5,81.11860465291493,0.8299548501142687
178.0,178.0,train,6.0510283733368216E-5,63.698362855239566,0.7827935127845103
179.0,179.0,train,6.867969982362362E-5,78.32458039416991,0.8232559367538894
180.0,180.0,train,8.073893477803892E-5,93.97723258663382,0.8696266953923
181.0,181.0,train,6.60342811873993E-5,73.47638972572221,0.8110548452116466
182.0,182.0,train,6.11664653315404E-5,64.72972248662083,0.7863604020498962
183.0,183.0,train,8.371110251439224E-5,95.9945593077173,0.8790469197495259
184.0,184.0,train,7.162731182873126E-5,83.33060857743769,0.8359250811470386
185.0,185.0,train,6.250545120462134E-5,66.95071183432938,0.7934582196359687
186.0,186.0,train,5.829649494048412E-5,60.07442462685843,0.7703145308678515
187.0,187.0,train,5.465998789644421E-5,54.791620670218904,0.7482405961680574
188.0,188.0,train,5.622541065926954E-5,57.05208743025913,0.7579916433742103
189.0,189.0,train,5.637489358125291E-5,57.27555008218395,0.7589027861995196
190.0,190.0,train,8.895324469796397E-5,98.0047315629976,0.8940334661093502
191.0,191.0,train,5.8226402493041745E-5,59.96621027875475,0.7699079263335942
192.0,192.0,train,6.580716851391832E-5,73.03366119426032,0.809968905975978
193.0,193.0,train,5.6092125894454425E-5,56.82643635453356,0.7571763296511317
194.0,194.0,train,6.19149722970136E-5,65.97401168903446,0.7903576950888904
195.0,195.0,train,6.580600784154732E-5,73.03141159493906,0.8099633402217917
196.0,196.0,train,6.005141428864571E-5,62.878581863541825,0.780263853324934
197.0,197.0,train,6.944600215509708E-5,79.64789389357462,0.8266407613845005
198.0,198.0,train,6.061110287925023E-5,63.83950712602096,0.7833453955543398
199.0,199.0,train,5.803474841926126E-5,59.65821672377284,0.7687924672521795
200.0,200.0,train,5.7531184617203004E-5,58.840188258820284,0.7658358030114758
201.0,201.0,train,7.052151157792663E-5,81.55854010992037,0.8312823289402639
202.0,202.0,train,7.99092603538045E-5,93.30094958645502,0.8668684441568226
203.0,203.0,train,7.313534818160322E-5,85.75271952672485,0.8420514104317074
204.0,204.0,train,7.180529216496893E-5,83.60649386404347,0.8366603102621022
205.0,205.0,train,6.398182725218874E-5,69.74351113399635,0.8010112916712475
206.0,206.0,train,4.956123782991777E-5,47.954738612143984,0.7136728813771487
207.0,207.0,train,5.8662513429347366E-5,60.683714574951566,0.7724261512801456
208.0,208.0,train,6.382318470390381E-5,69.44935065027317,0.8002131113390034
209.0,209.0,train,7.027234789132349E-5,81.23785588038652,0.8302181989965592
210.0,210.0,train,7.050879856023935E-5,81.52875171077471,0.8312281959232984
211.0,211.0,train,6.614423910676261E-5,73.6751027961973,0.8115783772319021
212.0,212.0,train,7.687550397266624E-5,90.58777304912034,0.8562765302428332
213.0,213.0,train,5.525900290053609E-5,55.58954422641924,0.7520174363269125
214.0,214.0,train,4.5576746443706635E-5,43.12453177524354,0.6833873991715003
215.0,215.0,train,7.897470112808854E-5,92.5032856232853,0.8636915545384289
216.0,216.0,train,6.706549942671114E-5,75.45050867605305,0.8159080813986731
217.0,217.0,train,6.178263536798232E-5,65.77969619760297,0.789656451891281
218.0,218.0,train,7.206489689743004E-5,84.07042807870499,0.8377268227898942
219.0,219.0,train,6.716744379745595E-5,75.67226053255435,0.8163810396861979
220.0,220.0,train,7.19423794085232E-5,83.84709090724652,0.8372243648936862
221.0,221.0,train,4.730714042339913E-5,45.20847941542614,0.6969146460220653
222.0,222.0,train,7.97748604669611E-5,93.17372943029474,0.8664161719460896
223.0,223.0,train,6.273010740902245E-5,67.25185564119633,0.7946257797954633
224.0,224.0,train,7.981213946390032E-5,93.20850814316724,0.8665417741317953
225.0,225.0,train,6.142760317713593E-5,65.17287557177215,0.7877635543327437
226.0,226.0,train,6.409110078739974E-5,69.97634181442145,0.8015592255465145
227.0,227.0,train,6.579241630010067E-5,73.00506865512492,0.8098981527819118
228.0,228.0,train,8.466651042655605E-5,96.44158865028385,0.8819280607469248
229.0,229.0,train,6.173408998577297E-5,65.69393433978038,0.7893986260186264
230.0,230.0,train,5.260919998984492E-5,51.903727474687614,0.734869239838831
231.0,231.0,train,6.306876743588825E-5,68.0139863684363,0.7963733670169683
232.0,232.0,train,6.079669762388101E-5,64.09175701415839,0.7843576749159199
233.0,233.0,train,6.393769126836035E-5,69.6569396115499,0.800789550439747
234.0,234.0,train,6.308915049775012E-5,68.05733734928619,0.7964780740047605
235.0,235.0,train,7.045419782461705E-5,81.45319871207126,0.8309955041924004
236.0,236.0,train,6.495206017580122E-5,71.59233141821919,0.8058239195506008
237.0,237.0,train,7.747070293385125E-5,91.09165748561416,0.8584190060092637
238.0,238.0,train,6.652669892161047E-5,74.39379427960483,0.8133880744115758
239.0,239.0,train,6.452026819517974E-5,70.79456970290342,0.8036966536239766
240.0,240.0,train,8.156104224852414E-5,94.59467388222893,0.8723034200439355
241.0,241.0,train,3.148460574508443E-5,27.0079541369488,0.5481827553278646
242.0,242.0,train,7.206793249314478E-5,84.0753221124746,0.8377392523965098
243.0,243.0,train,8.048061602276706E-5,93.76877346688596,0.8687740976551422
244.0,244.0,train,7.114125791190447E-5,82.5879261667368,0.8339003096129622
245.0,245.0,train,5.887740559819156E-5,61.07362416314589,0.7736568431438495
246.0,246.0,train,6.921069248974809E-5,79.22039556741599,0.8256083325832577
247.0,247.0,train,5.18335125885353E-5,50.81041268429924,0.7296285617795002
248.0,248.0,train,6.617338273945519E-5,73.72713902102157,0.8117168926411895
249.0,249.0,train,6.163763602987165E-5,65.50481564730022,0.7888854182595177
250.0,250.0,train,8.527858794199493E-5,96.70951565709223,0.8837376788500388
251.0,251.0,train,6.974732487959744E-5,80.17243005829792,0.8279539048712345
252.0,252.0,train,8.592814478796812E-5,96.97544981172771,0.8856277804158664
253.0,253.0,train,5.522713509583838E-5,55.54585044593999,0.7518179416696981
254.0,254.0,train,4.9649820273920956E-5,48.07280467632108,0.714312186514652
255.0,255.0,train,5.795864854710956E-5,59.56251105898038,0.768348054711141
256.0,256.0,train,8.293884135597325E-5,95.55157158738726,0.8766667774835138
257.0,257.0,train,6.661493837521265E-5,74.5440163033647,0.8138031260536109
258.0,258.0,train,6.438548848685244E-5,70.52756113769486,0.8030278874614003
259.0,259.0,train,9.264695717249841E-5,98.63367766752305,0.9034639246501995
260.0,260.0,train,6.379594422656064E-5,69.40868047158693,0.800075734248136
261.0,261.0,train,7.626329317922478E-5,89.89464325895652,0.8540389896421153
262.0,262.0,train,6.541384196783918E-5,72.3375690481415,0.8080734300501171
263.0,263.0,train,4.919566940074674E-5,47.39210314747085,0.7110193809057386
264.0,264.0,train,6.818397055849583E-5,77.44362860713568,0.8210311320234199
265.0,265.0,train,6.053672674228524E-5,63.737476598447465,0.7829383973507078
266.0,266.0,train,5.097530898372553E-5,49.71594022808954,0.7237096008958867
267.0,267.0,train,5.373292542679635E-5,53.459424182629505,0.7422816734737333
268.0,268.0,train,6.706020867923969E-5,75.44042214810415,0.8158835024051905
269.0,269.0,train,6.775006930931303E-5,76.77960144547946,0.819060836133064
270.0,270.0,train,6.358897014636708E-5,69.04801481668142,0.7990288481876601
271.0,271.0,train,6.0124573190133814E-5,63.01165921505497,0.78066912963402
272.0,272.0,train,6.972707383449884E-5,80.12396740640422,0.8278659648478008
273.0,273.0,train,4.357001876470021E-5,40.80289441292344,0.6669420854279587
274.0,274.0,train,5.866370664351217E-5,60.68577921563092,0.7724330032834407
275.0,275.0,train,7.049985398253907E-5,81.50779329969724,0.8311900988079473
276.0,276.0,train,6.012124753342608E-5,63.004896885225456,0.7806507228147318
277.0,277.0,train,5.8223471752654595E-5,59.960831236358494,0.7698909095132844
278.0,278.0,train,6.02509102214036E-5,63.2673985956404,0.7813672361657769
279.0,279.0,train,6.442020717587254E-5,70.59937097462954,0.8032003763728847
280.0,280.0,train,7.245288073281633E-5,84.75505957021035,0.8393077777995364
281.0,281.0,train,7.676439986902675E-5,90.46615972581998,0.8558730241725782
282.0,282.0,train,5.6021739789047693E-5,56.71061578504831,0.7567446644528566
283.0,283.0,train,4.20707461882554E-5,38.98827372452098,0.654100317880728
284.0,284.0,train,4.1596300986353984E-5,38.38405419722882,0.6499342929452208
285.0,285.0,train,2.4326049269906755E-5,18.86098212149944,0.45873140112874256
286.0,286.0,train,3.529783911972397E-5,31.23083662037211,0.5896316172116938
287.0,287.0,train,1.2748419858185285E-5,8.332548918437595,0.27507826971185056
288.0,288.0,train,6.834453293107457E-6,3.9105014683804638,0.15840762868517333
289.0,289.0,train,1.29918214898601E-5,8.5120091850344,0.27951706303116797
290.0,290.0,train,3.592682688660025E-5,31.929639600062185,0.5960934763167901
291.0,291.0,train,2.9423779548084304E-5,24.743182690292844,0.5240654566310756
292.0,292.0,train,1.0856420358141949E-5,6.812999111932589,0.23962928013233986
293.0,293.0,train,1.0395141391509772E-5,6.436253263080009,0.23072697667151187
294.0,294.0,train,3.7951787778877196E-5,34.12310820507328,0.6162136817511574
295.0,295.0,train,2.4294749702783446E-6,1.242140626110102,0.05946365148965982
296.0,296.0,train,2.7769949467009715E-5,22.86282654176146,0.5037832562430036
297.0,297.0,train,5.440169513191132E-5,54.41917935241959,0.7465943402014226
298.0,298.0,train,3.5803910669143125E-5,31.81215622186549,0.5948387555388066
299.0,299.0,train,1.696282787359411E-6,0.7787229321079097,0.04190058088491333
300.0,300.0,train,9.40727420285635E-6,5.669406597911759,0.2113097753997627
301.0,301.0,train,3.918371682068544E-5,35.570493442041574,0.6279606477261994
302.0,302.0,train,2.6933302341434767E-5,21.88396366184272,0.4931958513217056
303.0,303.0,train,1.0853511898077948E-5,6.810681597877207,0.23957347324845857
304.0,304.0,train,1.0863690975112762E-5,6.8187924722161695,0.23976876919595613
305.0,305.0,train,2.189037878297588E-5,16.264494419086056,0.42442072921744267
306.0,306.0,train,9.416094696882949E-6,5.676519026988459,0.21148529854164633
307.0,307.0,train,4.326623425064156E-5,40.38949808977106,0.664379169416438
308.0,308.0,train,6.671261985258113E-6,3.8112514490932394,0.1549348535234487
309.0,309.0,train,1.0271024409371379E-5,6.339167380016003,0.22831387662322644
310.0,310.0,train,1.0974344978563447E-5,6.906963601486745,0.2418885453468972
311.0,311.0,train,1.5035855800869021E-5,10.183405797863239,0.3157366227303344
312.0,312.0,train,2.7448569024306812E-5,22.459764740554462,0.49974274437448274
313.0,313.0,train,9.332777017793721E-6,5.6093355924131965,0.2098257616126168
314.0,314.0,train,2.2918167036349968E-5,17.317144708564875,0.43915649090307607
315.0,315.0,train,1.3412850085990226E-5,8.871692848758672,0.2871310770884613
316.0,316.0,train,5.3197630824298836E-5,52.67228354150449,0.738776916247228
317.0,317.0,train,7.874961531353588E-6,4.590839753828818,0.18021692798424005
318.0,318.0,train,4.51796239079864E-5,42.70009701123582,0.68019869735953
319.0,319.0,train,7.644755601973307E-6,4.442075032144128,0.17544096653208474
320.0,320.0,train,5.592373201268801E-5,56.56662407458797,0.7561423221047953
321.0,321.0,train,1.2704453672668759E-5,8.300474812586053,0.27427356936911573
322.0,322.0,train,1.854133615565009E-5,13.134969734177353,0.37366450173035626
323.0,323.0,train,2.552533949791083E-5,20.25180081862195,0.47486627539301507
324.0,324.0,train,1.4567074533372192E-5,9.814275310293825,0.307594304129457
325.0,325.0,train,2.9238115925228188E-5,24.542052684104835,0.521830468981058
326.0,326.0,train,1.2074767188703702E-5,7.8018327180830065,0.26265010555271984
327.0,327.0,train,5.900738954727487E-5,61.3250124771912,0.7743980311717199
328.0,328.0,train,2.8654417354757135E-5,23.870174085128404,0.5147354076541659
329.0,329.0,train,3.6868636553177214E-5,33.03636872854862,0.6055793420049849
330.0,330.0,train,6.24090506851098E-5,66.79540987454777,0.7929551837513528
331.0,331.0,train,3.125464843296012E-5,26.776007346287297,0.545553371278406
332.0,332.0,train,5.987021478114053E-5,62.58293823578148,0.7792568402311651
333.0,333.0,train,7.560605385419935E-5,89.0594596313375,0.8515980893377753
