"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Olea"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Tamarix"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	6	"AWI"	6	-84	158	13	1	8	0	0	8	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	68	1	0	2	41	0	1	0	11	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	14	"AWI"	14	-41	328	102	1	4	0	0	42	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	117	0	7	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	95	0	0	0	66	0	0	0	18	7	0	0	0	0	0	2	1	2	0	0	2	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	22	"AWI"	22	9	473	198	0	2	0	0	24	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	30	0	8	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	29	0	0	0	59	0	0	0	11	1	1	0	0	0	3	3	1	0	0	0	4	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	38	"AWI"	38	135	696	397	1	2	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	177	0	19	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	1	1	32	1	0	0	82	0	0	0	33	31	0	0	0	0	0	10	0	0	0	0	4	0	0	0	0	1	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	46	"AWI"	46	222	767	498	2	1	0	0	40	0	3	0	1	0	0	1	0	0	0	0	0	4	0	0	145	0	23	0	0	3	0	0	0	0	0	0	0	0	1	0	5	0	3	0	58	0	0	0	65	0	0	3	43	22	0	0	0	0	0	8	0	0	0	0	2	1	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	54	"AWI"	54	309	855	601	1	2	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	80	0	34	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	22	0	0	0	68	0	0	0	17	16	2	0	0	0	0	10	0	1	0	0	2	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	59	"AWI"	59	352	904	670	2	5	0	0	36	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0	176	0	21	0	0	2	1	0	0	0	0	0	0	0	2	0	2	0	0	0	27	1	0	0	127	0	0	0	18	12	2	0	0	0	0	6	1	0	0	0	4	0	0	1	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	76	"AWI"	76	648	1037	883	1	1	0	0	6	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	39	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	13	0	0	0	35	0	1	0	13	8	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	84	"AWI"	84	827	1094	971	1	4	0	0	19	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	192	0	20	0	0	5	1	0	0	0	0	0	0	0	0	0	3	0	0	0	42	0	0	0	61	0	0	0	46	31	0	0	0	0	1	10	0	0	0	0	7	0	0	0	0	0	1
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	92	"AWI"	92	978	1153	1051	0	1	0	1	18	0	3	0	0	0	1	0	0	0	0	3	0	0	1	0	94	0	30	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	90	0	0	0	35	0	1	0	49	29	0	0	2	0	1	9	0	1	0	1	6	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	99	"AWI"	99	1012	1217	1103	1	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	3	2	1	0	0	0	0	0	0	4	0	0	0	0	0	36	0	0	0	49	0	0	0	62	34	1	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	108	"AWI"	108	1056	1273	1157	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	0	0	0	0	0	34	15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	116	"AWI"	116	1097	1329	1201	2	3	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	32	0	0	0	0	3	0	2	0	0	0	0	0	0	2	0	0	0	1	0	35	0	0	0	0	0	0	0	28	36	0	0	1	0	2	5	0	0	0	0	1	1	0	1	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	124	"AWI"	124	1138	1383	1245	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	130	0	0	0	47	0	0	0	7	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	132	"AWI"	132	1184	1433	1289	0	0	0	0	10	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	53	0	5	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	215	0	0	0	29	0	0	0	15	3	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	140	"AWI"	140	1234	1480	1334	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	4	0	0	0	262	0	0	0	35	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	148	"AWI"	148	1318	1527	1382	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	279	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	156	"AWI"	156	1363	1658	1471	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	116	0	0	0	0	0	0	0	8	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	164	"AWI"	164	1418	1824	1573	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	252	0	0	0	0	0	0	0	21	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	172	"AWI"	172	1474	1960	1674	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	255	0	0	0	0	0	1	0	19	15	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	179	"AWI"	179	1518	2060	1769	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	1	0	262	0	0	0	0	0	0	0	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	188	"AWI"	188	1602	2159	1884	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	6	0	12	0	0	1	0	1	0	0	0	0	0	0	4	0	4	0	1	0	198	0	0	0	0	0	0	0	25	21	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	196	"AWI"	196	1709	2231	1989	0	0	0	0	9	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	178	0	0	0	0	0	0	0	55	24	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	204	"AWI"	204	1815	2314	2090	1	1	0	0	9	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	179	0	0	0	0	0	0	0	37	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	212	"AWI"	212	1930	2400	2195	0	0	0	0	10	0	1	0	3	0	0	0	0	0	0	0	0	2	2	0	29	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	189	0	4	0	0	0	0	0	39	23	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	220	"AWI"	220	2058	2470	2321	0	0	0	0	12	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	181	0	0	0	25	0	0	0	27	33	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	228	"AWI"	228	2140	2534	2383	1	3	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	2	0	0	1	1	1	0	0	0	0	0	0	4	0	0	0	0	0	204	0	0	0	0	0	0	0	48	17	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	236	"AWI"	236	2192	2614	2437	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	111	0	0	0	0	0	0	0	31	14	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	244	"AWI"	244	2243	2687	2490	1	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	185	0	0	0	0	0	0	0	39	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	252	"AWI"	252	2295	2753	2545	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	245	0	0	0	0	0	0	0	18	23	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	260	"AWI"	260	2357	2827	2604	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	250	0	0	0	0	0	0	0	29	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	268	"AWI"	268	2418	2882	2667	1	1	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	161	0	0	0	0	0	0	0	20	31	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	276	"AWI"	276	2475	2939	2724	1	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	243	0	0	0	0	0	1	0	19	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	284	"AWI"	284	2535	2987	2784	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	235	0	0	0	0	0	0	0	20	13	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	292	"AWI"	292	2601	3039	2844	1	0	0	0	9	0	2	0	2	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	1	0	0	0	207	0	0	0	0	0	0	0	30	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	302	"AWI"	302	2692	3096	2914	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	230	0	0	0	0	0	0	0	25	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	308	"AWI"	308	2746	3136	2959	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	1	1	0	0	1	0	0	0	0	3	0	0	0	0	0	238	0	0	0	0	0	0	0	18	6	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	316	"AWI"	316	2835	3178	3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	253	0	0	0	0	0	0	0	22	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	324	"AWI"	324	2916	3230	3069	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	16	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	332	"AWI"	332	3000	3299	3130	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	175	0	0	0	0	0	0	0	14	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	340	"AWI"	340	3059	3367	3198	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	278	0	0	0	0	0	0	0	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
